180.163.220.4 - - [17/Jun/2019:14:35:11 +0800] "GET /js/main.js HTTP/1.1" 200 3900 "https://www.todaynewsportal.com/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
217.69.143.65 - - [09/Apr/2019:00:40:26 +0800] "GET /how-to-get-a-surfers-body-in-just-six-steps.html HTTP/1.1" 301 - "http://go.mail.ru/search_images" "Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/Img/2.0; +http://go.mail.ru/help/robots)"
217.69.143.64 - - [09/Apr/2019:00:40:28 +0800] "GET /brawl-may-be-payback-for-teen-attack.html HTTP/1.1" 301 - "http://go.mail.ru/search_images" "Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/Img/2.0; +http://go.mail.ru/help/robots)"
217.69.143.66 - - [09/Apr/2019:00:40:30 +0800] "GET / HTTP/1.1" 200 13973 "http://www.todaynewsportal.com/how-to-get-a-surfers-body-in-just-six-steps.html" "Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/Img/2.0; +http://go.mail.ru/help/robots)"
54.36.149.49 - - [09/Apr/2019:00:45:31 +0800] "GET /classic-70s-and-80s-games-go-online.html HTTP/1.1" 301 - "-" "Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)"
217.197.186.149 - - [09/Apr/2019:00:56:06 +0800] "GET / HTTP/1.1" 301 239 "https://brandnewblogs.com/?domain=todaynewsportal.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0"
217.197.186.149 - - [09/Apr/2019:00:56:07 +0800] "GET / HTTP/1.1" 200 13971 "https://brandnewblogs.com/?domain=todaynewsportal.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0"
217.197.186.149 - - [09/Apr/2019:00:56:08 +0800] "GET / HTTP/1.1" 301 239 "https://brandnewblogs.com/?domain=todaynewsportal.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0"
217.197.186.149 - - [09/Apr/2019:00:56:08 +0800] "GET / HTTP/1.1" 200 13972 "https://brandnewblogs.com/?domain=todaynewsportal.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0"
217.197.186.149 - - [09/Apr/2019:00:56:09 +0800] "GET / HTTP/1.1" 301 239 "https://brandnewblogs.com/?domain=todaynewsportal.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0"
217.197.186.149 - - [09/Apr/2019:00:56:09 +0800] "GET / HTTP/1.1" 200 13969 "https://brandnewblogs.com/?domain=todaynewsportal.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0"
217.197.186.149 - - [09/Apr/2019:01:13:22 +0800] "GET / HTTP/1.1" 301 239 "https://brandnewblogs.com/site-browser/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0"
217.197.186.149 - - [09/Apr/2019:01:13:22 +0800] "GET / HTTP/1.1" 200 13972 "https://brandnewblogs.com/site-browser/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0"
217.197.186.149 - - [09/Apr/2019:01:13:23 +0800] "GET / HTTP/1.1" 301 239 "https://brandnewblogs.com/site-browser/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0"
217.197.186.149 - - [09/Apr/2019:01:13:23 +0800] "GET / HTTP/1.1" 200 13972 "https://brandnewblogs.com/site-browser/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0"
217.197.186.149 - - [09/Apr/2019:01:13:24 +0800] "GET / HTTP/1.1" 301 239 "https://brandnewblogs.com/site-browser/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0"
217.197.186.149 - - [09/Apr/2019:01:13:24 +0800] "GET / HTTP/1.1" 200 13971 "https://brandnewblogs.com/site-browser/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0"
37.9.87.181 - - [09/Apr/2019:02:06:42 +0800] "GET /robots.txt HTTP/1.1" 200 13971 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
37.9.87.181 - - [09/Apr/2019:02:06:45 +0800] "GET /access.log HTTP/1.1" 200 5246 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
217.69.143.67 - - [09/Apr/2019:02:12:21 +0800] "GET /robots.txt HTTP/1.0" 200 13972 "-" "Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/Img/2.0; +http://go.mail.ru/help/robots)"
217.69.143.67 - - [09/Apr/2019:02:12:25 +0800] "GET /blues-to-turn-origin-into-a-dog-fight.html HTTP/1.1" 301 - "http://go.mail.ru/search_images" "Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/Img/2.0; +http://go.mail.ru/help/robots)"
217.69.143.70 - - [09/Apr/2019:02:12:28 +0800] "GET / HTTP/1.1" 200 13971 "http://www.todaynewsportal.com/blues-to-turn-origin-into-a-dog-fight.html" "Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/Img/2.0; +http://go.mail.ru/help/robots)"
35.192.62.247 - - [09/Apr/2019:02:36:42 +0800] "GET /sys_debug?flush=yes HTTP/1.1" 200 19 "http://www.todaynewsportal.com/sys_debug?flush=yes" "-"
35.192.62.247 - - [09/Apr/2019:02:36:43 +0800] "GET /cms.client.php?act=show_version HTTP/1.1" 200 12 "http://www.todaynewsportal.com/cms.client.php?act=show_version" "-"
35.192.62.247 - - [09/Apr/2019:02:36:43 +0800] "GET /cms.client.php?act=show_file_mode_info HTTP/1.1" 200 4 "http://www.todaynewsportal.com/cms.client.php?act=show_file_mode_info" "-"
35.192.62.247 - - [09/Apr/2019:02:36:43 +0800] "GET / HTTP/1.0" 200 13975 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; TencentTraveler 4.0; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) )"
59.36.119.226 - - [09/Apr/2019:02:59:30 +0800] "GET /font-awesome/fonts/fontawesome-webfont.woff?v%3D4.2.0 HTTP/1.1" 200 65452 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_4 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13G35 QQ/6.5.3.410 V1_IPH_SQ_6.5.3_1_APP_A Pixel/750 Core/UIWebView NetType/2G Mem/117"
88.214.26.56 - - [09/Apr/2019:03:30:42 +0800] "POST /wp-admin/admin-ajax.php?action=wpex_titles HTTP/1.1" 301 281 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0"
88.214.26.56 - - [09/Apr/2019:03:30:43 +0800] "GET /wp-admin/admin-ajax.php?action=wpex_titles HTTP/1.1" 200 13971 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0"
52.53.201.78 - - [09/Apr/2019:04:00:01 +0800] "GET / HTTP/1.1" 200 13970 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36"
104.36.84.102 - - [09/Apr/2019:04:02:18 +0800] "GET /feed/atom/ HTTP/1.0" 200 13970 "-" "SocialSearcher/0.1  Mozilla/5.0"
88.214.26.4 - - [09/Apr/2019:04:18:53 +0800] "GET / HTTP/1.1" 301 239 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0"
5.188.84.222 - - [23/Jan/2020:00:05:19 +0800] "GET /access.log HTTP/1.0" 301 250 "http://gravatar.com/4lpnocutil" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.170 Safari/537.36 OPR/53.0.2907.68"
